0,14
1,14
2,14
3,14
4,17
5,15
6,14
7,14
8,15
9,15
10,14
11,13
12,12
13,13
14,13
15,13
16,14
17,13
18,15
19,14
20,13
21,13
22,13
23,14
24,13
25,12
26,13
27,13
28,13
29,14
30,13
31,14
32,14
33,13
34,13
35,13
36,13
37,13
38,13
39,12
40,12
41,13
42,12
43,13
44,14
45,13
46,13
47,13
48,13
49,14
50,13
51,14
52,14
53,13
54,13
55,12
56,12
57,12
58,13
59,12
60,13
61,12
62,12
63,12
64,12
65,13
66,12
67,13
68,12
69,12
70,13
71,12
72,12
73,12
74,12
75,13
76,12
77,12
78,12
79,13
80,12
81,12
82,13
83,12
84,12
85,12
86,13
87,12
88,12
89,13
90,12
91,12
92,13
93,12
94,12
95,12
96,12
97,12
98,13
99,12
Average,12
